TEMP,DO,pH,NITRATE_N_NITRITE_N,ClassLabel
17.0,3.0,8.0,0.0,0
11.52235928,3.0,7.1251134270000005,3.823703744,0
12.40057756,3.0,7.16733546,3.527305072,0
10.26432613,3.0,7.03964892,5.290758744,0
10.75636901,4.0,7.075636901,4.243630994,0
10.41589961,4.0,7.041589961000001,4.584100392,0
24.0,3.0,7.9,4.408,0
10.99827395,4.0,7.149741092999999,6.098101347,0
28.0,3.9,7.92,1.412,0
10.67771533,3.0,7.1016573,5.745486867,0
10.55006622,4.0,7.0550066220000005,4.449933779,0
29.0,3.0,7.6,5.105,0
24.5,3.0,8.1,0.0,0
10.35687019,3.0,7.035687019,4.643129812,0
10.14661925,3.0,7.014661925,4.853380745,0
28.0,3.0,8.3,0.1,0
10.54977177,4.0,7.0549771770000005,4.450228233,0
29.0,3.0,7.7,1.501,0
10.33351544,4.0,7.033351543999999,4.666484559,0
25.5,3.0,7.885,0.42,0
10.56322016,4.0,7.056322016,4.436779842,0
10.10042563,4.0,7.015063844,5.110468192,0
29.3,3.0,7.6,0.4,0
24.8,3.0,8.2,1.8,0
11.42672497,4.0,7.120515623999999,3.855980322,0
26.0,3.9,7.6,0.59,0
10.70098183,3.0,7.105147274,5.7710800110000005,0
10.31819451,3.0,7.0318194510000005,4.681805488,0
26.0,3.0,8.3,3.0,0
10.97782396,4.0,7.097782396,4.022176037,0
10.12265781,3.0,7.012265781,4.877342185,0
10.45078077,3.0,7.045078077,4.549219231,0
24.4,3.0,8.3,1.7,0
10.51262857,4.0,7.051262857,4.487371434,0
11.35872287,4.0,7.20380843,6.494595154,0
27.0,3.2,8.4,0.0,0
10.59825484,3.0,7.059825484,4.401745155,0
10.85393215,4.0,7.085393215,4.146067852,0
35.0,6.6,8.1,0.26,0
11.95392007,4.0,7.29308801,7.149312077,0
28.4,3.5,8.1,0.0,0
29.0,3.0,8.0,4.52,0
10.40614121,3.0,7.040614121,4.593858787,0
10.82672611,3.0,7.0826726110000005,4.1732738860000005,0
10.85239462,4.0,7.0852394620000005,4.147605383999999,0
22.6,3.0,8.1,0.0,0
10.91797516,4.0,7.091797516000001,4.082024836,0
30.5,3.2,6.0,0.0,0
10.92213737,3.0,7.092213737000001,4.077862632,0
10.76946067,4.0,7.076946067000001,4.230539331,0
31.0,3.6,7.0,0.09,0
12.76583851,3.0,7.184896082000001,3.4040295030000003,0
11.09615425,4.0,7.164423137999999,6.205769677999999,0
10.593619,3.0,7.059361900000001,4.406380998,0
10.52398168,4.0,7.052398168,4.476018324,0
26.3,3.7,7.9,2.2,0
10.55549737,4.0,7.055549737000001,4.444502632,0
10.27981079,4.0,7.027981079,4.720189209,0
18.0,3.9,7.9,0.78,0
10.99999871,4.0,7.0999998710000005,4.000001294,0
10.98085504,3.0,7.098085504,4.019144959,0
22.1,3.0,8.1,0.0,0
10.75277906,4.0,7.112916858999999,5.828056967999999,0
21.16801194,3.0,7.588846727999999,0.568295969,0
10.95790128,4.0,7.095790127999999,4.042098721,0
11.12333622,3.0,7.168500432999999,6.235669845,0
10.30370624,4.0,7.030370624,4.696293762,0
10.99647398,3.0,7.099647397999999,4.003526024,0
10.05998008,4.0,7.005998008,4.940019919,0
15.33129547,3.0,7.308235358999999,2.5381877790000003,0
10.44114149,4.0,7.044114148999999,4.558858508,0
10.3421433,4.0,7.03421433,4.6578566960000005,0
29.0,3.0,7.6,7.329,0
10.43089952,3.0,7.064634927999999,5.47398947,0
13.09898216,4.0,7.200912604,3.291593521,0
11.36516304,4.0,7.204774456,6.501679342999999,0
11.46017239,4.0,7.219025858999999,6.606189632,0
10.46551482,3.0,7.069827223,5.512066304,0
12.11186462,3.0,7.15345503,3.624745691,0
10.82465418,3.0,7.082465418,4.175345815,0
10.52970581,3.0,7.052970581,4.470294193,0
30.0,3.0,7.6,0.493,0
34.0,3.3,7.6,1.78,0
26.8,3.4,7.8,1.5,0
11.31383338,4.0,7.1970750070000005,6.445216716,0
10.1444129,3.0,7.021661935,5.158854189,0
11.02347958,3.0,7.153521937000001,6.125827537,0
19.669,3.0,7.7,0.0,0
10.56390886,4.0,7.056390886,4.436091137,0
10.11375144,3.0,7.011375144,4.886248565,0
10.76334603,3.0,7.076334602999999,4.236653971,0
10.88787113,3.0,7.088787113,4.112128867,0
10.84899027,4.0,7.0848990270000005,4.151009731,0
18.3,3.1,7.8,4.78,0
10.72019457,3.0,7.072019457000001,4.279805433,0
24.0,3.8,7.8,0.66,0
10.48897533,3.0,7.048897533,4.511024674,0
10.81863903,3.0,7.081863903,4.18136097,0
24.1,3.0,8.1,0.0,0
22.3,3.0,7.7,0.48,0
10.12536784,3.0,7.012536784,4.874632161,0
10.65536767,4.0,7.098305151,5.720904442,0
11.34625831,3.0,7.116647034,3.883137821,0
10.74395046,3.0,7.074395046,4.256049536,0
10.571927699999998,3.0,7.05719277,4.428072304,0
11.84283502,4.0,7.276425252999999,7.027118519,0
10.49285619,4.0,7.073928429,5.5421418120000006,0
22.4,3.0,7.7,0.4,0
10.83636902,3.0,7.083636902,4.163630977,0
11.42890958,4.0,7.214336437,6.5718005370000006,0
10.55058854,4.0,7.055058853999999,4.44941146,0
10.0587916,3.0,7.008818739,5.064670756,0
30.0,3.0,7.6,4.535,0
10.06921329,4.0,7.006921329,4.930786709,0
31.0,3.0,7.7,3.44,0
10.44353143,3.0,7.044353143,4.55646857,0
15.82858796,3.0,7.332143652,2.370351562,0
32.7,3.3,7.9,0.97,0
22.1,3.0,7.8,0.8,0
10.30321697,3.0,7.030321697000001,4.696783026,0
10.20401963,4.0,7.030602945,5.224421596,0
10.88347404,4.0,7.088347403999999,4.116525959,0
10.01602383,3.0,7.001602383,4.983976167,0
11.42864227,4.0,7.21429634,6.571506497000001,0
25.0,3.1,7.6,3.7,0
10.04416707,4.0,7.00662506,5.048583775,0
10.16711511,4.0,7.0167115110000005,4.832884893999999,0
26.3,3.7,7.7,0.9,0
10.85930489,3.0,7.085930489,4.1406951130000005,0
10.20260612,4.0,7.020260612,4.797393879,0
28.3,3.2,7.7,0.51,0
10.17934818,3.0,7.017934818,4.820651824,0
11.80235965,4.0,7.138574983,3.729203619,0
10.60546871,3.0,7.060546871000001,4.394531291,0
10.69447024,3.0,7.069447024,4.305529764,0
11.0,4.0,7.1,4.0,0
28.0,3.0,7.1,1.87,1
18.74521362,3.0,7.137260681,2.608762848,1
19.50013514,3.0,7.175006757,2.21242905,1
18.69026173,3.0,7.134513086,2.637612594,1
18.809171600000003,3.0,7.14045858,2.575184909,1
19.86076758,3.0,7.193038379,2.023097019,1
18.41956642,3.0,7.120978321,2.779727631,1
24.6,3.0,7.5,0.9,1
26.0,3.0,7.4,0.47,1
27.0,3.9,7.0,0.512,1
27.8,7.1,5.9,0.28,1
27.8,3.0,7.2,0.0,1
24.0,3.0,6.95,2.6,1
19.73412209,3.0,7.186706104,2.089585904,1
18.19255223,3.0,7.1096276110000005,2.89891008,1
19.60499567,3.0,7.180249784,2.1573772730000003,1
18.9,3.0,7.1,1.644,1
16.18358704,3.0,7.349210915,2.250539374,1
18.27613374,3.0,7.113806687,2.855029785,1
19.95499462,3.0,7.197749731,1.973627822,1
21.5,7.5,5.7,2.21,1
19.47168666,3.0,7.173584332999999,2.227364503,1
28.3,7.3,5.9,0.22,1
27.0,3.5,7.3,0.62,1
27.6,3.0,7.0,1.49,1
28.0,5.4,5.9,0.1,1
25.0,3.0,7.3,1.62,1
19.11766424,3.0,7.155883212000001,2.413226272,1
26.9,6.0,5.9,0.31,1
19.82589753,3.0,7.191294876000001,2.041403798,1
18.53763107,3.0,7.126881554,2.7177436860000004,1
29.0,3.0,6.0,1.97,1
18.17886798,3.0,7.108943399,2.9060943110000004,1
18.35386508,3.0,7.117693254,2.8142208330000003,1
19.50302024,3.0,7.175151012000001,2.210914373,1
18.42732242,3.0,7.121366121,2.775655732,1
27.0,3.5,6.9,0.15,1
18.50923339,3.0,7.12546167,2.73265247,1
19.0,3.0,7.03,0.673,1
18.4,3.1,7.2,19.0,1
29.1,3.0,6.4,0.77,1
18.92983081,3.0,7.1464915410000005,2.511838822,1
19.0,3.0,7.1,14.84,1
23.0,3.8,7.0,3.225,1
18.06610129,3.0,7.103305064,2.965296825,1
29.0,3.0,6.1,0.13,1
19.10346309,3.0,7.155173155,2.420681876,1
29.0,3.4,7.4,3.32,1
16.39470283,3.0,7.359360712999999,2.179287794,1
29.0,3.5,6.567,0.347,1
30.0,3.0,7.1,1.7,1
19.85982402,3.0,7.192991201,2.023592387,1
18.8,3.9,7.1,10.5,1
16.03613206,3.0,7.342121734,2.30030543,1
19.420596600000003,3.0,7.17102983,2.254186786,1
19.30865139,3.0,7.499454394,1.195830154,1
19.60463157,3.0,7.180231579,2.157568425,1
28.2,3.6,6.5,0.95,1
19.02865953,3.0,7.151432976000001,2.459953749,1
19.61387857,3.0,7.180693928999999,2.152713749,1
25.0,3.7,7.5,0.0,1
22.0,3.0,7.5,0.1,1
19.51008865,3.0,7.175504433,2.207203456,1
18.7,3.2,7.1,10.3,1
27.7,3.0,6.6,0.39,1
18.02644194,3.0,7.101322097000001,2.986117979,1
28.4,6.5,5.8,0.54,1
19.75290944,3.0,7.187645472000001,2.079722541,1
18.42218144,3.0,7.121109072,2.778354745,1
26.0,3.0,6.6,1.48,1
18.07554313,3.0,7.1037771560000005,2.960339857,1
27.0,7.2,5.9,0.55,1
18.48588224,3.0,7.124294112,2.744911825,1
26.1,3.6,7.4,2.2,1
18.02700441,3.0,7.10135022,2.985822686,1
19.33161287,3.0,7.166580643,2.300903244,1
28.0,3.0,7.2,1.588,1
19.33831516,3.0,7.166915757999999,2.2973845390000003,1
18.11867689,3.0,7.105933844,2.937694634,1
30.0,3.0,7.5,0.6,1
28.8,3.4,6.7,1.11,1
16.96602992,3.0,7.386828361,1.986464903,1
28.3,3.9,6.9,0.7,1
18.57995565,3.0,7.128997782999999,2.695523283,1
20.0,3.3,7.5,1.75,1
19.04690921,3.0,7.486870635,1.284168142,1
30.0,3.0,7.4,2.15,1
18.25304299,3.0,7.11265215,2.867152429,1
18.25661433,3.0,7.1128307170000005,2.865277476,1
21.0,7.3,5.6,2.1,1
26.0,3.0,6.8,1.8,1
20.0,3.0,7.2,1.95,1
18.64243191,3.0,7.132121595,2.662723249,1
17.70014389,3.0,7.422122302999999,1.738701436,1
25.5,3.487,7.015,0.228,1
29.0,7.3,5.9,0.27,1
19.71747423,3.0,7.185873712,2.098326029,1
17.77087828,3.0,7.425522994,1.714828581,1
18.21058087,3.0,7.110529043,2.889445046,1
27.4,3.6,7.3,0.59,1
18.71150795,3.0,7.135575397999999,2.626458326,1
19.67147888,3.0,7.183573944,2.122473591,1
18.14657077,3.0,7.107328539,2.923050345,1
18.54394421,3.0,7.127197211,2.7144292880000003,1
19.7,3.0,7.2,18.2,1
18.80380426,3.0,7.140190213,2.578002763,1
19.0,3.0,7.1,11.81,1
25.8,3.5,7.4,13.2,1
23.0,3.7,7.5,1.834,1
18.0,3.9,7.1,16.61,1
29.9,3.7,7.5,25.71,1
18.23856585,3.0,7.111928292999999,2.874752926,1
27.0,3.1,7.2,4.41,1
19.85376112,3.0,7.192688056000001,2.026775411,1
27.0,3.2,6.8,6.351,1
18.74375933,3.0,7.137187967000001,2.609526351,1
26.1,3.6,7.4,2.2,1
19.42313979,3.0,7.17115699,2.2528516080000003,1
18.40997683,3.0,7.120498841,2.784762166,1
16.32995516,3.0,7.356247843999999,2.201140132,1
19.64463336,3.0,7.182231667999999,2.1365674880000003,1
23.0,3.6,7.2,2.539,1
18.58381645,3.0,7.129190822000001,2.693496364,1
19.98209738,3.0,7.199104869,1.959398876,1
18.32181168,3.0,7.116090584,2.831048869,1
28.0,6.6,5.9,0.1,1
27.0,3.6,7.4,1.5,1
28.6,3.0,6.6,1.2,1
18.66121122,3.0,7.133060561000001,2.652864111,1
29.0,6.0,5.9,0.63,1
17.0,3.1,6.0,4.329,1
27.0,3.2,7.4,1.67,1
24.3,3.5,7.0,1.0,1
18.45786588,3.0,7.122893294,2.759620415,1
24.0,3.0,7.05,3.2,1
19.48594722,3.0,7.174297361,2.219877709,1
10.87539281,7.0,7.087539281000001,4.124607188,2
11.73990898,5.0,7.260986347,6.91389988,2
11.72220054,7.0,7.258330082,6.894420598,2
10.71850531,5.0,7.071850531,4.281494689,2
10.19178583,7.0,7.028767875,5.210964417,2
10.20950278,7.0,7.020950278,4.790497217,2
10.12900214,7.0,7.019350321,5.141902354,2
10.12310832,7.0,7.012310832000001,4.876891683,2
10.89709104,7.0,7.089709104,4.102908956,2
10.37831126,6.0,7.037831126,4.621688744,2
10.70156905,5.0,7.070156905,4.298430954,2
10.57693831,7.0,7.057693831,4.423061688,2
13.57857149,5.0,7.223969782999999,3.129732123,2
10.47567199,6.0,7.047567199,4.524328005,2
10.97410854,5.0,7.097410854,4.025891458,2
10.55192758,5.0,7.055192758,4.448072422,2
10.11398192,6.0,7.017097288,5.125380113,2
10.77295449,6.0,7.077295449,4.227045507,2
10.89721729,6.0,7.089721729,4.102782706,2
12.65748938,6.0,7.179686989,3.440597334,2
10.23065513,7.0,7.023065513,4.769344866,2
12.60200407,7.0,7.177019427,3.459323626,2
10.17150124,7.0,7.025725186,5.188651366,2
10.36707874,5.0,7.036707874,4.632921264,2
10.95972728,7.0,7.143959092,6.055700009,2
10.36497694,5.0,7.036497694,4.635023055,2
10.86307282,6.0,7.086307282000001,4.136927182,2
11.70115574,6.0,7.255173361000001,6.8712713160000005,2
10.19347694,6.0,7.0290215410000005,5.212824636000001,2
10.10581044,6.0,7.010581043999999,4.894189556000001,2
10.55253434,7.0,7.055253434,4.447465656,2
10.25844234,6.0,7.025844234,4.7415576580000005,2
13.860323,7.0,7.237515528999999,3.034640987,2
10.0,5.0,7.0,5.0,2
11.24341001,6.0,7.186511502,6.367751011,2
10.20123768,5.0,7.020123768,4.7987623180000005,2
10.30780956,6.0,7.030780956,4.692190435,2
11.85927691,6.0,7.14131139,3.709994043,2
10.87568421,7.0,7.087568421,4.124315786,2
12.36871389,5.0,7.165803552000001,3.538059061,2
11.43049133,7.0,7.120696699,3.854709176,2
10.22250653,6.0,7.022250653,4.7774934710000005,2
10.49750272,5.0,7.049750272000001,4.50249728,2
11.63267905,5.0,7.244901857,6.79594695,2
10.30742812,5.0,7.030742812000001,4.692571883,2
10.59937147,5.0,7.089905721,5.659308618,2
10.42676171,7.0,7.042676171,4.57323829,2
12.0,5.0,7.3,7.2,2
10.26301501,7.0,7.026301501,4.736984991,2
10.56367454,7.0,7.056367454,4.436325463999999,2
10.90179555,5.0,7.090179555,4.098204448,2
10.64953996,7.0,7.064953996,4.350460044,2
10.35139951,5.0,7.035139951000001,4.648600491,2
10.34756385,6.0,7.034756385,4.652436149,2
10.22241238,5.0,7.022241237999999,4.777587625,2
10.68630821,6.0,7.068630821,4.313691792,2
10.47596322,6.0,7.071394483,5.523559538,2
11.00488252,6.0,7.100234737,3.998352149,2
11.91055655,6.0,7.286583482,7.101612202,2
10.97660739,7.0,7.097660739,4.023392606,2
10.06882648,5.0,7.006882648,4.931173516,2
10.92766247,7.0,7.092766247,4.07233753,2
10.80624066,6.0,7.120936099999999,5.886864731,2
10.51643262,5.0,7.051643262000001,4.483567382,2
10.27810045,6.0,7.041715067999999,5.305910497,2
10.82118693,7.0,7.082118693,4.178813074,2
11.92859408,6.0,7.289289112,7.121453488999999,2
10.00532614,5.0,7.000532614,4.994673861,2
10.9315456,6.0,7.09315456,4.0684544030000005,2
10.38909618,6.0,7.038909618,4.61090382,2
11.01813238,6.0,7.152719857999999,6.119945622,2
11.26515198,6.0,7.112747691,3.910511208,2
11.2475862,6.0,7.1871379310000005,6.372344824,2
10.07648211,6.0,7.007648211,4.923517888,2
10.78616573,6.0,7.078616573,4.213834267,2
10.05594663,6.0,7.005594662999999,4.944053369,2
11.19520314,5.0,7.179280471,6.314723451,2
13.67673147,6.0,7.228689012999999,3.09660313,2
11.50224118,7.0,7.225336177000001,6.652465297999999,2
10.61678331,6.0,7.061678331,4.383216694,2
11.20957844,7.0,7.110075886000001,3.929267278,2
12.13555006,7.0,7.154593753,3.616751855,2
10.62399239,5.0,7.062399238999999,4.37600761,2
12.76313797,6.0,7.184766249,3.404940934,2
10.08083025,7.0,7.008083025,4.919169749,2
10.65775848,5.0,7.098663772999999,5.723534333,2
10.75433343,7.0,7.075433342999999,4.245666572,2
10.90905266,6.0,7.136357899,5.9999579270000005,2
10.2372108,5.0,7.02372108,4.7627892,2
10.78989429,5.0,7.078989429,4.210105711000001,2
11.350998,5.0,7.202649701,6.486097804,2
11.403185,6.0,7.21047775,6.543503499,2
11.87610235,5.0,7.281415352000001,7.063712582999999,2
10.78372203,5.0,7.117558305,5.862094234,2
11.57226799,6.0,7.235840197999999,6.729494787,2
11.87637911,5.0,7.142133611,3.704222051,2
10.10923492,7.0,7.010923492000001,4.890765085,2
10.24871435,7.0,7.037307153,5.273585788,2
12.73740697,6.0,7.183529181,3.413625149,2
10.45427799,7.0,7.045427799,4.545722012,2
10.11291364,7.0,7.011291364,4.887086362,2
11.09628282,5.0,7.164442423,6.205911102999999,2
10.28988393,7.0,7.028988393,4.710116065,2
10.4111896,5.0,7.061678439,5.452308555,2
10.9422383,5.0,7.141335745,6.03646213,2
11.66937919,5.0,7.250406879,6.836317112000001,2
12.4377382,7.0,7.169122029,3.514763359,2
10.25418324,6.0,7.025418323999999,4.74581676,2
10.32923854,7.0,7.049385781,5.362162393999999,2
10.17789196,5.0,7.017789196,4.822108037,2
10.19257114,5.0,7.019257114,4.807428863999999,2
10.29499199,7.0,7.029499199,4.705008007,2
11.04760758,5.0,7.1022888260000006,3.983932441,2
12.0,7.0,7.3,7.2,2
10.0,5.0,7.0,5.0,2
10.45940303,7.0,7.045940302999999,4.540596974,2
11.46458579,6.0,7.219687867999999,6.611044366000001,2
11.18362178,6.0,7.177543267000001,6.301983955,2
11.51453313,6.0,7.22717997,6.665986445,2
11.2,5.0,6.9,0.4,2
10.88289322,7.0,7.0882893220000005,4.1171067830000005,2
10.35660945,5.0,7.035660945,4.643390552,2
10.62036911,5.0,7.062036911,4.379630886,2
10.96603892,6.0,7.096603892,4.033961077,2
11.60057407,7.0,7.240086111,6.760631482000001,2
10.91478346,7.0,7.091478346000001,4.085216536,2
10.5513971,5.0,7.05513971,4.448602903,2
10.01728767,7.0,7.001728767,4.982712335,2
11.38650371,7.0,7.207975556,6.525154076000001,2
10.11182895,6.0,7.011182895,4.888171052,2
10.81124768,6.0,7.121687152000001,5.892372451,2
11.46064015,5.0,7.122146161,3.844533951,2
12.834,6.9,6.95,0.518,2
10.27069591,7.0,7.040604387,5.297765506,2
11.29767152,6.0,7.114311131,3.899535863,2
10.50436506,7.0,7.0504365060000005,4.495634944,2
23.375,7.9,7.85,9.038,3
30.8,7.1,6.7,0.26,3
25.9,7.1,7.7,1.73,3
24.0,7.4,7.6,0.09,3
19.0,4.8,7.6,3.6,3
23.0,7.7,8.1,0.3,3
25.4,7.2,7.7,1.7,3
24.1,7.8,7.9,0.0,3
28.5,7.4,8.1,0.15,3
28.7,7.1,7.9,1.3,3
28.0,7.2,8.2,1.7,3
24.5,7.6,7.9,0.4,3
19.0,4.8,7.6,3.6,3
27.5,7.1,7.9,1.0,3
23.7,7.167000000000001,8.142999999999999,0.295,3
23.8,7.8,7.9,0.0,3
23.5,7.2,7.6,0.0,3
22.7,7.7,8.2,0.0,3
23.156,7.137,7.6,2.8,3
30.2,7.1,6.8,0.1,3
31.0,7.1,7.8,0.08,3
23.0,7.7,8.1,4.8,3
27.1,7.3,7.9,1.0,3
23.4,7.8,7.9,0.0,3
22.9,8.0,8.0,0.0,3
22.3,7.3,7.9,2.0,3
22.0,4.9,7.7,7.7,3
28.9,7.2,7.9,0.42,3
26.9,7.9,7.9,0.2,3
16.3,4.0,8.1,0.0,3
32.6,4.0,6.8,0.8,3
22.0,4.9,7.7,7.7,3
24.7,7.8,7.9,0.0,3
26.0,7.1,8.5,1.0,3
23.9,7.7,7.9,0.0,3
28.0,7.5,8.0,2.1,3
26.7,7.15,7.8,0.0,3
30.0,7.5,7.9,0.6,3
26.2,7.3,7.9,1.0,3
25.7,7.2,7.9,0.3,3
25.9,7.5,7.9,1.0,3
23.5,7.1,7.6,0.0,3
32.0,7.7,8.1,1.01,3
26.8,7.5,8.0,1.89,3
28.0,8.0,8.2,1.0,3
28.0,7.1,8.0,0.02,3
32.6,4.0,6.8,0.8,3
24.7,7.3,7.7,0.0,3
24.6,7.5,7.7,0.3,3
17.0,4.0,8.0,0.0,3
22.7,7.7,8.5,0.0,3
27.0,7.5,8.2,0.2,3
19.405,4.4,8.23,0.08,3
27.4,7.2,7.9,0.3,3
27.7,7.1,8.1,2.5,3
23.0,7.3,7.8,1.647,3
24.0,7.7,7.8,0.0,3
18.667,4.133,7.632999999999999,1.6669999999999998,3
28.0,7.5,8.1,0.4,3
23.0,7.8,8.2,0.0,3
26.8,7.2,8.0,0.7,3
24.7,7.4,7.7,0.2,3
29.9,7.2,7.9,0.2,3
19.0,4.05,7.85,19.35,3
23.7,7.7,7.8,0.0,3
23.7,7.4,7.7,0.3,3
28.7,7.1,7.8,0.63,3
